Sample Time, Facility, Species, Adipose Clip, Count Duration (minutes), Pumping Duration (minutes), Sample Fraction, Study Type, Length, nfish, Length Row ID,14-day OMRI
4/22/1994 11:00,SWP,Longfin Smelt,Unclipped,180,180,1,Normal count,34,1,1044796,
4/22/1994 16:00,SWP,Longfin Smelt,Unclipped,300,300,1,Normal count,26,1,731478,
4/22/1994 23:00,SWP,Longfin Smelt,Unclipped,420,420,1,Normal count,22,3,513850,
4/22/1994 23:00,SWP,Longfin Smelt,Unclipped,420,420,1,Normal count,24,1,727704,
4/23/1994 0:00,SWP,Longfin Smelt,,180,180,1,Normal count,,,,
4/23/1994 7:00,SWP,Longfin Smelt,Unclipped,480,480,1,Normal count,22,1,684132,
4/23/1994 7:00,SWP,Longfin Smelt,Unclipped,480,480,1,Normal count,23,3,1148287,
4/23/1994 7:00,SWP,Longfin Smelt,Unclipped,480,480,1,Normal count,28,1,583468,
4/23/1994 11:00,SWP,Longfin Smelt,Unclipped,240,240,1,Normal count,27,1,1018182,
4/23/1994 11:00,SWP,Longfin Smelt,Unclipped,240,240,1,Normal count,31,1,1030308,
4/23/1994 21:00,SWP,Longfin Smelt,Unclipped,300,300,1,Normal count,25,2,276386,
4/24/1994 3:00,SWP,Longfin Smelt,Unclipped,180,180,1,Normal count,31,1,3583,
4/24/1994 3:00,SWP,Longfin Smelt,Unclipped,180,180,1,Normal count,34,1,101776,
4/24/1994 3:00,SWP,Longfin Smelt,Unclipped,180,180,1,Normal count,35,1,337732,
4/24/1994 11:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/24/1994 13:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/24/1994 17:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/24/1994 21:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,24,1,976106,
4/24/1994 23:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/25/1994 0:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/25/1994 1:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/25/1994 3:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,23,1,312785,
4/25/1994 9:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,20,1,1004182,
4/25/1994 9:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,23,1,589009,
4/25/1994 13:00,SWP,Longfin Smelt,,120,120,1,Normal count,,,,
4/25/1994 16:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/25/1994 18:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/25/1994 23:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/26/1994 0:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/26/1994 1:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/26/1994 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,43,1,850787,
4/26/1994 3:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,22,1,343358,
4/26/1994 7:00,SWP,Longfin Smelt,,60,120,0.5,Normal count,,,,
4/26/1994 19:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/26/1994 23:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/27/1994 1:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
4/27/1994 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,38,1,123449,
4/27/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,24,2,307449,
4/27/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,25,1,1120185,
4/27/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,26,2,365244,
4/27/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,27,1,747046,
4/27/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,28,1,466636,
4/27/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,30,1,1171580,
4/27/1994 6:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,31,1,74822,
4/27/1994 7:00,SWP,Longfin Smelt,,240,240,1,Normal count,,,,
4/27/1994 9:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,24,1,840591,
4/27/1994 9:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,34,1,108995,
4/27/1994 10:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/27/1994 13:00,SWP,Longfin Smelt,,120,120,1,Normal count,,,,
4/27/1994 19:00,SWP,Longfin Smelt,,60,120,0.5,Normal count,,,,
4/27/1994 21:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,36,2,1018069,
4/27/1994 22:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/28/1994 0:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/28/1994 1:00,SWP,Longfin Smelt,,120,120,1,Normal count,,,,
4/28/1994 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,36,1,1103342,
4/28/1994 7:00,SWP,Longfin Smelt,,120,120,1,Normal count,,,,
4/28/1994 8:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/28/1994 10:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/28/1994 12:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/28/1994 17:00,SWP,Longfin Smelt,,60,120,0.5,Normal count,,,,
4/28/1994 18:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,27,1,739773,
4/29/1994 0:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/29/1994 1:00,SWP,Longfin Smelt,,60,120,0.5,Normal count,,,,
4/29/1994 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,34,1,271595,
4/29/1994 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,39,1,417388,
4/29/1994 4:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/29/1994 6:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,33,1,340680,
4/29/1994 6:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,40,1,755120,
4/29/1994 7:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,21,2,176497,
4/29/1994 7:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,22,1,764222,
4/29/1994 7:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,25,1,134858,
4/29/1994 7:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,26,1,24659,
4/29/1994 7:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,28,1,125850,
4/29/1994 7:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,29,2,1102065,
4/29/1994 8:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/29/1994 14:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/29/1994 15:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,24,1,59295,
4/29/1994 18:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,24,1,357394,
4/29/1994 18:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,25,1,1049238,
4/29/1994 19:00,SWP,Longfin Smelt,,60,120,0.5,Normal count,,,,
4/29/1994 23:00,SWP,Longfin Smelt,,60,120,0.5,Normal count,,,,
4/30/1994 1:00,SWP,Longfin Smelt,,60,120,0.5,Normal count,,,,
4/30/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,22,1,421582,
4/30/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,23,1,839109,
4/30/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,24,1,757227,
4/30/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,25,1,162640,
4/30/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,26,1,945215,
4/30/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,27,1,106449,
4/30/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,28,2,519937,
4/30/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,30,1,862995,
4/30/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,32,2,535945,
4/30/1994 3:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,35,1,223831,
4/30/1994 4:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/30/1994 7:00,SWP,Longfin Smelt,,240,240,1,Normal count,,,,
4/30/1994 8:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/30/1994 10:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/30/1994 10:00,SWP,Longfin Smelt,Unclipped,180,180,1,Normal count,26,1,489583,
4/30/1994 10:00,SWP,Longfin Smelt,Unclipped,180,180,1,Normal count,28,1,960827,
4/30/1994 10:00,SWP,Longfin Smelt,Unclipped,180,180,1,Normal count,29,1,1020879,
4/30/1994 10:00,SWP,Longfin Smelt,Unclipped,180,180,1,Normal count,31,2,963433,
4/30/1994 10:00,SWP,Longfin Smelt,Unclipped,180,180,1,Normal count,33,1,431192,
4/30/1994 11:00,SWP,Longfin Smelt,,30,60,0.5,Normal count,,,,
4/30/1994 12:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/30/1994 17:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,30,1,1097423,
4/30/1994 17:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,32,1,139279,
4/30/1994 17:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,36,1,998856,
4/30/1994 19:00,SWP,Longfin Smelt,,120,120,1,Normal count,,,,
4/30/1994 21:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,40,1,319616,
4/30/1994 22:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
4/30/1994 23:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
5/1/1994 0:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/1/1994 3:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,30,1,348320,
5/1/1994 3:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,31,1,1037528,
5/1/1994 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
5/1/1994 6:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,31,1,334545,
5/1/1994 7:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
5/1/1994 10:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/1/1994 12:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/1/1994 14:00,SWP,Longfin Smelt,Unclipped,240,240,1,Normal count,22,1,1091915,
5/1/1994 14:00,SWP,Longfin Smelt,Unclipped,240,240,1,Normal count,24,3,335752,
5/1/1994 14:00,SWP,Longfin Smelt,Unclipped,240,240,1,Normal count,25,1,121869,
5/1/1994 18:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,32,1,294651,
5/1/1994 19:00,SWP,Longfin Smelt,Unclipped,300,300,1,Normal count,25,1,545659,
5/1/1994 19:00,SWP,Longfin Smelt,Unclipped,300,300,1,Normal count,27,2,1029738,
5/1/1994 19:00,SWP,Longfin Smelt,Unclipped,300,300,1,Normal count,29,1,807626,
5/1/1994 19:00,SWP,Longfin Smelt,Unclipped,300,300,1,Normal count,30,2,1093799,
5/1/1994 19:00,SWP,Longfin Smelt,Unclipped,300,300,1,Normal count,32,1,1158581,
5/1/1994 21:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,26,1,454212,
5/1/1994 21:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,31,2,553796,
5/1/1994 21:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,33,1,393772,
5/1/1994 22:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/1/1994 23:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
5/2/1994 0:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/2/1994 2:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/2/1994 4:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/2/1994 5:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
5/2/1994 7:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
5/2/1994 9:00,SWP,Longfin Smelt,Unclipped,30,120,0.25,Normal count,28,1,1126922,
5/2/1994 23:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
5/3/1994 0:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/3/1994 1:00,SWP,Longfin Smelt,,20,120,0.17,Normal count,,,,
5/3/1994 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,20,1,285712,
5/3/1994 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,21,2,1120784,
5/3/1994 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,22,2,46132,
5/3/1994 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,26,1,460356,
5/3/1994 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,29,1,142862,
5/3/1994 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,28,1,204796,
5/3/1994 3:00,SWP,Longfin Smelt,Unclipped,20,120,0.17,Normal count,30,1,1126855,
5/3/1994 4:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/3/1994 8:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/3/1994 10:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/3/1994 12:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/3/1994 19:00,SWP,Longfin Smelt,,30,120,0.25,Normal count,,,,
5/3/1994 20:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/3/1994 22:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/4/1994 0:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/4/1994 2:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/4/1994 10:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/4/1994 12:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/4/1994 14:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/4/1994 19:00,SWP,Longfin Smelt,,60,120,0.5,Normal count,,,,
5/4/1994 21:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,23,1,1099199,
5/4/1994 21:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,24,1,450910,
5/4/1994 21:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,26,1,1077440,
5/4/1994 21:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,31,1,1081957,
5/4/1994 23:00,SWP,Longfin Smelt,,60,120,0.5,Normal count,,,,
5/5/1994 2:00,CVP,Longfin Smelt,Unclipped,10,120,0.08,Normal count,20,1,1125427,
5/5/1994 5:00,SWP,Longfin Smelt,Unclipped,240,240,1,Normal count,24,1,212890,
5/5/1994 5:00,SWP,Longfin Smelt,Unclipped,240,240,1,Normal count,25,1,91801,
5/5/1994 5:00,SWP,Longfin Smelt,Unclipped,240,240,1,Normal count,26,1,573440,
5/5/1994 5:00,SWP,Longfin Smelt,Unclipped,240,240,1,Normal count,28,1,389204,
5/5/1994 5:00,SWP,Longfin Smelt,Unclipped,240,240,1,Normal count,31,1,420650,
5/5/1994 5:00,SWP,Longfin Smelt,Unclipped,240,240,1,Normal count,32,1,762282,
5/5/1994 7:00,SWP,Longfin Smelt,,60,120,0.5,Normal count,,,,
5/5/1994 9:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,26,1,30158,
5/5/1994 9:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,27,1,119286,
5/5/1994 9:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,28,1,1065282,
5/5/1994 9:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,29,2,797983,
5/5/1994 9:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,31,1,454370,
5/5/1994 13:00,SWP,Longfin Smelt,,240,240,1,Normal count,,,,
5/5/1994 15:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,21,1,181340,
5/5/1994 15:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,23,1,1124929,
5/5/1994 15:00,SWP,Longfin Smelt,Unclipped,120,120,1,Normal count,27,1,184602,
5/5/1994 17:00,SWP,Longfin Smelt,,60,120,0.5,Normal count,,,,
5/5/1994 20:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/5/1994 21:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,26,1,529860,
5/5/1994 21:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,35,1,819554,
5/5/1994 23:00,SWP,Longfin Smelt,,60,120,0.5,Normal count,,,,
5/6/1994 1:00,SWP,Longfin Smelt,,60,120,0.5,Normal count,,,,
5/6/1994 2:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/6/1994 4:00,CVP,Longfin Smelt,,10,120,0.08,Normal count,,,,
5/6/1994 5:00,SWP,Longfin Smelt,Unclipped,240,240,1,Normal count,25,1,248837,
5/6/1994 5:00,SWP,Longfin Smelt,Unclipped,240,240,1,Normal count,31,3,169937,
5/6/1994 7:00,SWP,Longfin Smelt,,120,120,1,Normal count,,,,
5/6/1994 9:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,22,1,573137,
5/6/1994 9:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,29,1,88137,
5/6/1994 9:00,SWP,Longfin Smelt,Unclipped,60,120,0.5,Normal count,30,1,1137677,
5/6/1994 15:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,22,1,259456,
5/6/1994 15:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,23,1,1154449,
5/6/1994 15:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,24,1,156779,
5/6/1994 15:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,27,4,96904,
5/6/1994 15:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,29,2,1148020,
5/6/1994 15:00,SWP,Longfin Smelt,Unclipped,360,360,1,Normal count,31,2,1026228,
